FID,OBJECTID,LabNumber,PDRNumber,Collected_,CtValue,Results,Host,Lab_Set,Cycle_No,Month_,Year_,Program_ID,Activity_I,Situation_,Address,City,State,Zip,County,GRID_NUMBE,Latitude,Longitude,X_ref,Y_ref
1778,156998,17-27685,AM0P06582303,5/27/2017,25.83,POSITIVE,Lemon,CDFA, ,5,2017,HLB,42,63,1001 S Avocado St,Anaheim,CA,92805,Orange, ,33.823489,-117.894969,194892,-463580
1779,157019,17-31182,AM0P06582310,6/8/2017,39.01221085,NEG,Grapefruit,CDFA, ,6,2017,HLB,42,63,237 S Date St E,Anaheim,CA,92805,Orange, ,33.838621,-117.89292,195044,-461898
1780,157020,17-31122,AM0P06582311,6/8/2017,39.42655182,NEG,Orange,CDFA, ,6,2017,HLB,42,63,2505 E Diana Dr,Anaheim,CA,92806,Orange, ,33.832197,-117.879902,196265,-462584
1781,157031,17-27513,AM0P06582314,5/27/2017,39.62130737,NEG,Orange,CDFA, ,5,2017,HLB,42,63,1108 S State College Blvd,Anaheim,CA,92806,Orange, ,33.82146,-117.889166,195434,-463793
1782,157060,17-32523,AM0P06582363,6/19/2017,38.64517212,NEG,Grapefruit,CDFA, ,6,2017,HLB,42,63,222 S Camphor St,Anaheim,CA,92805,Orange, ,33.83618,-117.904828,193948,-462194
1783,157094,17-32533,AM0P06582379,6/19/2017,39.40286636,NEG,Calamondin,CDFA, ,6,2017,HLB,42,63,1080 E Oak St,Anaheim,CA,92805,Orange, ,33.837354,-117.903564,194062,-462061
1784,157127,17-29170,AM0P06582403,6/2/2017,37.89984512,NEG,pummelo,CDFA, ,6,2017,HLB,42,63,308 N Newell Pl,Fullerton,CA,92832,Orange, ,33.872831,-117.916527,192776,-458154
1785,157136,17-30380,AM0P06582406,6/6/2017,38.38737488,NEG,Kumquat,CDFA, ,6,2017,HLB,42,63,1100 E Whiting Ave,Fullerton,CA,92831,Orange, ,33.873173,-117.908459,193521,-458099
1786,157162,17-29105,AM0P06583149,6/3/2017,38.80056,NEG,Tangerine,CDFA, ,6,2017,HLB,42,63,111 N Berkeley Ave,Fullerton,CA,92831,Orange, ,33.870891,-117.914172,192998,-458364
1787,157195,17-13870,AM0P06583225,4/5/2017,39.58900833,NEG,Orange,CDFA, ,4,2017,HLB,42,63,2226 E Olmstead Way,Anaheim,CA,92806,Orange, ,33.82925,-117.88551,195753,-462922
1788,157226,17-15220,AM0P06709823,4/6/2017,39.14703369,NEG,lemon,CDFA, ,4,2017,HLB,42,63,7590 E Big Canyon Dr,Anaheim,CA,92808,Orange, ,33.849506,-117.747819,208444,-460383
1789,157232,17-33396,AM0P06709853,6/22/2017,39.45700455,NEG,lemon,CDFA, ,6,2017,HLB,42,63,7311 Grandoaks Dr,Stanton,CA,90680,Orange, ,33.81156,-118.00512,184723,-465124
1790,157235,17-33252,AM0P06709858,6/23/2017,38.14315796,NEG,Tangerine,CDFA, ,6,2017,HLB,42,63,501 E Orangethorpe Ave #49,Anaheim,CA,92801,Orange, ,33.859558,-117.913409,193097,-459619
1791,157351,17-20655,AM0P06713877,5/1/2017,37.64180756,NEG,Orange,CDFA, ,5,2017,HLB,42,63,5252 Andrew Dr,La Palma,CA,90623,Orange, ,33.85209,-118.04182,181232,-460701
1792,157448,17-32275,AM0P06714155,6/15/2017,39.47223663,NEG,orange,CDFA, ,6,2017,HLB,42,63,1452 E Bell Ave,Anaheim,CA,92805,Orange, ,33.819576,-117.892506,195129,-464009
1793,157464,17-33869,AM0P06714184,6/27/2017,39.9788475,NEG,Lime,CDFA, ,6,2017,HLB,42,63,1104 E Broadway,Anaheim,CA,92805,Orange, ,33.835757,-117.902323,194181,-462235
1794,157471,17-32748,AM0P06714204,6/20/2017,39.21367645,NEG,lime,CDFA, ,6,2017,HLB,42,63,495 Locust St,Laguna Beach,CA,92651,Orange, ,33.54893,-117.78896,205414,-493792
1795,157531,17-33712,AM0P06714523,6/26/2017,38.2872963,NEG,lemon,CDFA, ,6,2017,HLB,42,63,549 S Indiana St,Anaheim,CA,92805,Orange, ,33.82681,-117.92335,192256,-463270
1796,157589,17-18319,AM0P06714906,4/21/2017,26.22,POSITIVE,Lemon,CDFA, ,4,2017,HLB,42,63,2113 E Nura Pl,Anaheim,CA,92806,Orange, ,33.829038,-117.88765,195555,-462950
1797,157680,17-29277,AM0P06715309,6/2/2017,38.46267319,NEG,lime,CDFA, ,6,2017,HLB,42,63,430 E Wilshire Ave,Fullerton,CA,92832,Orange, ,33.872383,-117.916368,192791,-458203
1798,157734,17-19464,AM0P06715627,4/21/2017,39.26603699,NEG,Lemon,CDFA, ,4,2017,HLB,42,63,834 N Pine St,Anaheim,CA,92805,Orange, ,33.84405,-117.92366,192186,-461359
1799,157752,17-25203,AM0P06715715,5/17/2017,39.53292465,NEG,orange,CDFA, ,5,2017,HLB,42,63,339 W Water St,Anaheim,CA,92805,Orange, ,33.828,-117.9162,192915,-463124
1800,157799,17-21420,AM0P06715926,5/3/2017,38.18693924,NEG,Lime,CDFA, ,5,2017,HLB,42,63,506 E Wilshire Ave,Fullerton,CA,92832,Orange, ,33.87231,-117.91519,192901,-458209
1801,157882,17-22240,AM0P06716286,5/9/2017,38.00643921,NEG,Lemon,CDFA, ,5,2017,HLB,42,63,238 S Beechwood St,Anaheim,CA,92805,Orange, ,33.8387,-117.891098,195212,-461886
1802,157900,17-23955,AM0P06716350,5/15/2017,39.60277557,NEG,lime,CDFA, ,5,2017,HLB,42,63,404 S East St,Anaheim,CA,92805,Orange, ,33.83471,-117.901518,194258,-462350
1803,157925,17-32281,AM0P06716406,6/15/2017,38.36000824,NEG,Calamondin,CDFA, ,6,2017,HLB,42,63,187 S Camphor St,Anaheim,CA,92805,Orange, ,33.836432,-117.904971,193934,-462166
1804,157931,17-32742,AM0P06716418,6/20/2017,39.16173935,NEG,lime,CDFA, ,6,2017,HLB,42,63,130 S Cornell Ave,Fullerton,CA,92831,Orange, ,33.869261,-117.909686,193417,-458536
1805,157944,17-27123,AM0P06716468,5/24/2017,38.89703751,NEG,Lemon,CDFA, ,5,2017,HLB,42,63,317 E Julianna St,Anaheim,CA,92801,Orange, ,33.84872,-117.91471,193003,-460823
1806,157949,17-24250,AM0P06716489,5/10/2017,37.01548004,NEG,Lime,CDFA, ,5,2017,HLB,42,63,326 S Ash St,Anaheim,CA,92805,Orange, ,33.83747,-117.890236,195295,-462021
1807,157961,17-25644,AM0P06716524,5/21/2017,29.67682648,POSITIVE,Mexican Lime,CDFA, ,5,2017,HLB,42,63,1900 E Almont Ave,Anaheim,CA,92805,Orange, ,33.819763,-117.889967,195364,-463983
1808,157968,17-29283,AM0P06716539,6/3/2017,39.41894913,NEG,Lemon,CDFA, ,6,2017,HLB,42,63,514 E Chapman Ave,Fullerton,CA,92832,Orange, ,33.873993,-117.914829,192930,-458021
1809,157991,17-29575,AM0P06716591,6/1/2017,39.64591599,NEG,orange,CDFA, ,6,2017,HLB,42,63,1057 Birchcrest Ave,Brea,CA,92821,Orange, ,33.94524,-117.91452,192785,-450121
1810,158001,17-23579,AM0P06716617,5/12/2017,38.5693779,NEG,lemon,CDFA, ,5,2017,HLB,42,63,327 S Dawn St,Anaheim,CA,92805,Orange, ,33.835151,-117.900451,194355,-462299
1811,158041,17-27470,AM0P06716788,5/25/2017,37.7171936,NEG,lemon,CDFA, ,5,2017,HLB,42,63,1826 E Bassett Way,Anaheim,CA,92805,Orange, ,33.821683,-117.891069,195257,-463773
1812,158045,17-27610,AM0P06716796,5/26/2017,39.19981003,NEG,Orange,CDFA, ,5,2017,HLB,42,63,1107 S Ambridge St,Anaheim,CA,92806,Orange, ,33.821351,-117.882012,196096,-463791
1813,158050,17-23102,AM0P06716809,5/12/2017,38.49,NEG,Orange,CDFA, ,5,2017,HLB,42,63,628 S East St,Anaheim,CA,92805,Orange, ,33.83057,-117.900138,194396,-462806
1814,158100,17-25796,AM0P06716977,5/22/2017,36.64,INCON,Trifoliate,CDFA, ,5,2017,HLB,42,63,1429 E Bassett Way,Anaheim,CA,92805,Orange, ,33.821578,-117.892983,195080,-463788
1815,158131,17-29364,AM0P06717121,6/2/2017,38.82366562,NEG,Lime,CDFA, ,6,2017,HLB,42,63,1617 E Willow St,Anaheim,CA,92805,Orange, ,33.836077,-117.894555,194899,-462184
1816,158225,17-27444,AM0P06717544,5/25/2017,38.539814,NEG,Lemon,CDFA, ,5,2017,HLB,42,63,1401 E Clifpark Way,Anaheim,CA,92805,Orange, ,33.820587,-117.89449,194943,-463901
1817,158235,17-33859,AM0P06717578,6/27/2017,39.47658539,NEG,Orange,CDFA, ,6,2017,HLB,42,63,1207 E Hampshire Ave,Anaheim,CA,92805,Orange, ,33.826586,-117.898416,194565,-463244
1818,158237,17-33889,AM0P06717581,6/27/2017,38.60434341,NEG,Lime,CDFA, ,6,2017,HLB,42,63,385 S Vine St Unit #141,Anaheim,CA,92805,Orange, ,33.834213,-117.90487,193949,-462412
1819,158238,17-33805,AM0P06717582,6/27/2017,37.02044296,NEG,Orange,CDFA, ,6,2017,HLB,42,63,904 E Broadway Unit 2,Anaheim,CA,92805,Orange, ,33.835241,-117.904755,193957,-462297
1820,158257,17-27448,AM0P06717648,5/25/2017,39.90061188,NEG,Orange,CDFA, ,5,2017,HLB,42,63,1061 S Dover Cir,Anaheim,CA,92805,Orange, ,33.821351,-117.89577,194823,-463819
1821,158263,17-28167,AM0P06717662,5/30/2017,39.71,NEG,Orange,CDFA, ,5,2017,HLB,42,63,12235 Bingham St,Artesia,CA,90701,Los Angeles, ,33.854158,-118.07106,178522,-460527
1822,158295,17-29367,AM0P06717833,6/2/2017,37.7740593,NEG,Lemon,CDFA, ,6,2017,HLB,42,63,206 S Beechwood St,Anaheim,CA,92805,Orange, ,33.839691,-117.891277,195193,-461776
1823,158296,17-29651,AM0P06717835,6/5/2017,38.80606842,NEG,Orange,CDFA, ,6,2017,HLB,42,63,1418 E Elm St,Anaheim,CA,92805,Orange, ,33.835954,-117.898064,194574,-462205
1824,158429,17-31408,AM0P06718331,6/9/2017,39.76521683,NEG,orange,CDFA, ,6,2017,HLB,42,63,6256 San Ramon Way,Buena Park,CA,90620,Orange, ,33.84268,-118.02345,182954,-461709
1825,158437,17-32703,AM0P06718355,6/20/2017,38.00995255,NEG,Tangelo,CDFA, ,6,2017,HLB,42,63,601 S Olive St,Anaheim,CA,92805,Orange, ,33.829651,-117.907921,193677,-462924
1826,158474,17-33298,AM0P06718478,6/22/2017,38.35976028,NEG,Orange,CDFA, ,6,2017,HLB,42,63,419 S Kroeger St,Anaheim,CA,92805,Orange, ,33.8329,-117.90667,193785,-462561
1827,158487,17-34358,AM0P06718509,6/28/2017,39.46,NEG,Lime,CDFA, ,6,2017,HLB,42,63,523 E Vermont Ave E,Anaheim,CA,92805,Orange, ,33.824531,-117.903949,194058,-463483
1828,158495,17-33128,AM0P06718561,6/21/2017,38.22134018,NEG,orange,CDFA, ,6,2017,HLB,42,63,11617 Clarkman St,Santa Fe Springs,CA,90670,Los Angeles, ,33.93908,-118.08566,176980,-451137
1829,158510,17-31396,AMAP06230871,6/8/2017,38.91292572,NEG,orange,CDFA, ,6,2017,HLB,42,63,1530 E Commonwealth Ave,Fullerton,CA,92831,Orange, ,33.87011,-117.90009,194303,-458422
1830,158605,17-32191,CE2P06511028,6/15/2017,39.39262009,NEG,Orange,CDFA, ,6,2017,HLB,42,63,5107 Bartlett Ave,San Gabriel,CA,91776,Los Angeles, ,34.09447,-118.079533,177198,-433893
1831,158665,17-19555,CE2P06644956,4/25/2017,39.67119217,NEG,Lemon,CDFA, ,4,2017,HLB,42,63,915 Palm Ave,San Gabriel,CA,91776,Los Angeles, ,34.091331,-118.098084,175493,-434276
1832,158690,17-26160,CE2P06644980,5/16/2017,37.63747787,NEG,Lemon,CDFA, ,5,2017,HLB,42,63,1112 Manley Dr,San Gabriel,CA,91776,Los Angeles, ,34.087491,-118.101576,175179,-434708
1833,158753,17-26556,CE2P06646383,5/17/2017,37.62619781,NEG,Lemon,CDFA, ,5,2017,HLB,42,63,1107 Bilton Way,San Gabriel,CA,91776,Los Angeles, ,34.08778,-118.100643,175265,-434674
1834,158776,17-26577,CE2P06646386,5/18/2017,38.98962021,NEG,Orange,CDFA, ,5,2017,HLB,42,63,1107 Manley Dr,San Gabriel,CA,91776,Los Angeles, ,34.08765,-118.101652,175172,-434690
1835,158802,17-26600,CE2P06646390,5/22/2017,32.11420822,POSITIVE,Lemon,CDFA, ,5,2017,HLB,42,63,1100 King St,San Gabriel,CA,91776,Los Angeles, ,34.088011,-118.102576,175086,-434652
1836,159169,17-15752,CE2P06696155,4/7/2017,38.09192276,NEG,Grapefruit,CDFA, ,4,2017,HLB,42,63,2220 E Nura Ave,Anaheim,CA,92806,Orange, ,33.828613,-117.886029,195706,-462994
1837,159173,17-21542,CE2P06696182,5/4/2017,38.71,NEG,Kaffir Lime,CDFA, ,5,2017,HLB,42,63,1304 Violeta Dr,Alhambra,CA,91801,Los Angeles, ,34.076923,-118.109937,174431,-435895
1838,159180,17-22550,CE2P06696194,5/8/2017,38.68,NEG,Mandarin,CDFA, ,5,2017,HLB,42,63,1828 Jackson Ave Unit A,San Gabriel,CA,91776,Los Angeles, ,34.07598,-118.103797,175000,-435989
1839,159258,17-33565,CE2P06696357,6/22/2017,39.43227768,NEG,Orange,CDFA, ,6,2017,HLB,42,63,2128 Valle Dr,La Habra Heights,CA,90631,Los Angeles, ,33.961371,-117.940867,190311,-448385
1840,159322,17-19281,CE2P06696542,4/25/2017,39.08506012,NEG,Kumquat,CDFA, ,4,2017,HLB,42,63,303 W Newby Ave Unit#A,San Gabriel,CA,91776,Los Angeles, ,34.082058,-118.10398,174970,-435315
1841,159403,17-14056,CE2P06696730,3/30/2017,37.88344574,NEG,Murraya,CDFA, ,3,2017,HLB,42,63,1308 S New Ave Apt#A,Alhambra,CA,91776,Los Angeles, ,34.083657,-118.108275,174570,-435145
1842,159424,17-16910,CE2P06696750,4/11/2017,37.94984436,NEG,Orange,CDFA, ,4,2017,HLB,42,63,938 S California St,San Gabriel,CA,91776,Los Angeles, ,34.090201,-118.093246,175942,-434392
1843,159436,17-15623,CE2P06696761,4/6/2017,39.56249619,NEG,Orange,CDFA, ,4,2017,HLB,42,63,2228 E Alden Ave,Anaheim,CA,92806,Orange, ,33.834103,-117.885189,195771,-462383
1844,159512,17-14416,CE2P06696905,4/5/2017,38.86158752,NEG,Orange,CDFA, ,4,2017,HLB,42,63,2224 E Standish Ave,Anaheim,CA,92806,Orange, ,33.833383,-117.88546,195747,-462464
1845,159518,17-14432,CE2P06696913,4/6/2017,39.81777573,NEG,Lemon,CDFA, ,4,2017,HLB,42,63,2418 E Standish Ave,Anaheim,CA,92806,Orange, ,33.833404,-117.88223,196046,-462455
1846,159703,17-30864,CE2P06697250,6/2/2017,38.29795456,NEG,Lemon,CDFA, ,6,2017,HLB,42,63,5014 N Burton Ave,San Gabriel,CA,91776,Los Angeles, ,34.093721,-118.081396,177027,-433979
1847,159729,17-16695,CE2P06697311,4/11/2017,39.27,NEG,Lime,CDFA, ,4,2017,HLB,42,63,504 S Reseda St,Anaheim,CA,92806,Orange, ,33.836241,-117.888187,195488,-462153
1848,159730,17-16696,CE2P06697311,4/11/2017,39.33,NEG,Lime,CDFA, ,4,2017,HLB,42,63,504 S Reseda St,Anaheim,CA,92806,Orange, ,33.836241,-117.888187,195488,-462153
1849,159751,17-17933,CE2P06697399,4/13/2017,38.3118515,NEG,Lemon,CDFA, ,4,2017,HLB,42,63,823 S Del Mar Ave,San Gabriel,CA,91776,Los Angeles, ,34.09213,-118.099603,175351,-434190
1850,159812,17-17931,CE2P06697502,4/13/2017,38.94132233,NEG,Kumquat,CDFA, ,4,2017,HLB,42,63,1129 Euclid Ave,San Gabriel,CA,91776,Los Angeles, ,34.086891,-118.096843,175617,-434766
1851,159962,17-20187,CE2P06698005,4/26/2017,37.35430527,NEG,Mandarin,CDFA, ,4,2017,HLB,42,63,4910 Earle Ave,Rosemead,CA,91770,Los Angeles, ,34.091991,-118.085836,176622,-434180
1852,160044,17-29906,CE2P06698145,6/4/2017,36.88659286,INCON,Lemon,CDFA, ,6,2017,HLB,42,63,5330 Walnut Grove Ave,San Gabriel,CA,91776,Los Angeles, ,34.097373,-118.08368,176808,-433579
1853,160045,17-29899,CE2P06698147,6/4/2017,38.03220749,NEG,Orange,CDFA, ,6,2017,HLB,42,63,5332 Walnut Grove Ave,San Gabriel,CA,91776,Los Angeles, ,34.097392,-118.08368,176808,-433577
1854,160063,17-21057,CE2P06698185,4/28/2017,38.36976242,NEG,Kumquat,CDFA, ,4,2017,HLB,42,63,777 W Valley Blvd Unit 43,Alhambra,CA,91803,Los Angeles, ,34.07962,-118.11536,173925,-435606
1855,160141,17-29639,CE2P06698297,5/31/2017,39.63,NEG,Lemon,CDFA, ,5,2017,HLB,42,63,14472 Rath St,La Puente,CA,91744,Los Angeles, ,34.050727,-117.962557,188093,-438519
1856,160163,17-28619,CE2P06699057,5/30/2017,38.39040375,NEG,Orange,CDFA, ,5,2017,HLB,42,63,14538 Lassalette St,La Puente,CA,91744,Los Angeles, ,34.041787,-117.968067,187606,-439521
1857,160172,17-29948,CE2P06699097,5/31/2017,39.82181168,NEG,Lime,CDFA, ,5,2017,HLB,42,63,8425 Summerfield Ave,Whittier,CA,90606,Los Angeles, ,33.96898,-118.086723,176815,-447824
1858,160189,17-29876,CE2P06699205,6/4/2017,38.76964951,NEG,Meyer Lemon,CDFA, ,6,2017,HLB,42,63,4741 La Presa Ave,Rosemead,CA,91770,Los Angeles, ,34.090856,-118.080805,177088,-434296
1859,160292,17-26888,CE2P06699579,5/23/2017,35.29,INCON,Lemon,CDFA, ,5,2017,HLB,42,63,1301 Abbot Ave,San Gabriel,CA,91776,Los Angeles, ,34.08429,-118.103222,175035,-435066
1860,160362,17-29944,CE2P06699788,5/30/2017,39.15211868,NEG,Grapefruit,CDFA, ,5,2017,HLB,42,63,18209 E Desidia St,Rowland Heights,CA,91748,Los Angeles, ,33.991718,-117.906658,193398,-444950
1861,160442,17-33016,CE2P06700330,6/19/2017,38.86751938,NEG,Orange,CDFA, ,6,2017,HLB,42,63,4326 Arica Ave,Rosemead,CA,91770,Los Angeles, ,34.085292,-118.065177,178543,-434884
1862,160520,17-33476,CE2P06700852,6/21/2017,38.08935165,NEG,Orange,CDFA, ,6,2017,HLB,42,63,5210 N Burton Ave,San Gabriel,CA,91776,Los Angeles, ,34.095671,-118.081407,177022,-433763
1863,160548,17-32996,CE2P06701083,6/21/2017,39.01993179,NEG,Tangerine,CDFA, ,6,2017,HLB,42,63,4821 Muscatel Ave,Rosemead,CA,91770,Los Angeles, ,34.090959,-118.077862,177360,-434279
1864,160599,17-24487,CEAP06208304,5/11/2017,38.54895401,NEG,Orange,CDFA, ,5,2017,HLB,42,63,142 W Norwood Pl,San Gabriel,CA,91776,Los Angeles, ,34.076404,-118.101379,175222,-435937
1865,160694,17-21066,CEAP06208610,5/1/2017,38.31684113,NEG,Pummelo,CDFA, ,5,2017,HLB,42,63,4808 Earle Ave,Rosemead,CA,91770,Los Angeles, ,34.090221,-118.085366,176669,-434375
1866,160730,17-16757,CEAP06430327,4/11/2017,38.55532455,NEG,Lime,CDFA, ,4,2017,HLB,42,63,510 S Priscilla Way,Anaheim,CA,92806,Orange, ,33.83603,-117.886456,195649,-462172
1867,160748,17-19241,CEAP06430562,4/25/2017,39.13,NEG,Tangerine,CDFA, ,4,2017,HLB,42,63,4703 Willard Ave,Rosemead,CA,91770,Los Angeles, ,34.088871,-118.084343,176766,-434523
1868,160751,17-32150,CEAP06430658,6/15/2017,39.82962036,NEG,Grapefruit,CDFA, ,6,2017,HLB,42,63,8528 Frandsen St,San Gabriel,CA,91776,Los Angeles, ,34.096623,-118.082629,176907,-433660
1869,160800,17-20040,CEAP06430708,4/28/2017,29.36,POSITIVE,Kumquat,CDFA, ,4,2017,HLB,42,63,1419 Prospect Ave Unit#A,San Gabriel,CA,91776,Los Angeles, ,34.082258,-118.105381,174840,-435295
1870,160826,17-12765,CEAP06430722,3/28/2017,33.05,POSITIVE,Orange Lemon Pummelo,CDFA, ,3,2017,HLB,42,63,142 W Wells St,San Gabriel,CA,91776,Los Angeles, ,34.084707,-118.100745,175262,-435015
1871,160829,17-20034,CEAP06430736,4/25/2017,39.65565872,NEG,Kumquat,CDFA, ,4,2017,HLB,42,63,914 Palm Ave,San Gabriel,CA,91776,Los Angeles, ,34.091101,-118.098017,175500,-434301
1872,160888,17-15683,CEAP06430844,4/10/2017,39.06057358,NEG,Lemon,CDFA, ,4,2017,HLB,42,63,2248 E Nyon Ave,Anaheim,CA,92806,Orange, ,33.828203,-117.883529,195939,-463034
1873,160972,17-28122,CEAP06430871,5/25/2017,39.86232376,NEG,Kumquat,CDFA, ,5,2017,HLB,42,63,12143 Smokie Ln,Cerritos,CA,90703,Los Angeles, ,33.855598,-118.073018,178337,-460371
1874,161014,17-30290,CEAP06430881,6/3/2017,38.42416,NEG,Mandarin,CDFA, ,6,2017,HLB,42,63,4854 Halkett Ave,Rosemead,CA,91770,Los Angeles, ,34.090782,-118.082429,176939,-434307
1875,161175,17-33440,CEAP06431017,6/22/2017,29.69,POSITIVE,Kaffir Lime,CDFA, ,6,2017,HLB,42,63,5229 Bartlett Ave,San Gabriel,CA,91776,Los Angeles, ,34.09613,-118.079533,177194,-433709
1876,161185,17-33444,CEAP06431017,6/22/2017,27.4,POSITIVE,Pummelo,CDFA, ,6,2017,HLB,42,63,5229 Bartlett Ave,San Gabriel,CA,91776,Los Angeles, ,34.09613,-118.079533,177194,-433709
1877,161188,17-33442,CEAP06431017,6/22/2017,27.86,POSITIVE,Mandarin,CDFA, ,6,2017,HLB,42,63,5229 Bartlett Ave,San Gabriel,CA,91776,Los Angeles, ,34.09613,-118.079533,177194,-433709
1878,161473,17-21024,CEAP06431147,5/2/2017,38.92298126,NEG,Mandarin,CDFA, ,5,2017,HLB,42,63,1121 S Cordova St,Alhambra,CA,91801,Los Angeles, ,34.082,-118.115023,173951,-435342
1879,161484,17-31764,CEAP06431152,6/13/2017,38.66664886,NEG,Lemon,CDFA, ,6,2017,HLB,42,63,5421 N Charlotte Ave,San Gabriel,CA,91776,Los Angeles, ,34.09764,-118.088513,176362,-433558
1880,161562,17-17401,CEAP06431170,4/12/2017,37.81,NEG,Kumquat,CDFA, ,4,2017,HLB,42,63,704 S Plymouth Pl,Anaheim,CA,92806,Orange, ,33.832547,-117.887547,195556,-462561
1881,161613,17-14649,CEAP06431188,4/8/2017,27.96796227,POSITIVE,Mexican Lime,CDFA, ,4,2017,HLB,42,63,1305 Abbot Ave,San Gabriel,CA,91776,Los Angeles, ,34.08425,-118.103222,175035,-435070
1882,161629,17-13581,CEAP06431194,4/3/2017,33.55997849,POSITIVE,Kumquat,CDFA, ,4,2017,HLB,42,63,1419 Prospect Ave Unit#A,San Gabriel,CA,91776,Los Angeles, ,34.082238,-118.105363,174842,-435297
1883,161655,17-20276,CEAP06431251,4/27/2017,39.496521,NEG,Lemon,CDFA, ,4,2017,HLB,42,63,4811 Walnut Grove Ave,Rosemead,CA,91770,Los Angeles, ,34.090013,-118.083115,176877,-434394
1884,161771,17-14571,CEAP06431327,4/5/2017,39.49127579,NEG,Lime,CDFA, ,4,2017,HLB,42,63,557 S Reseda St,Anaheim,CA,92806,Orange, ,33.834362,-117.888282,195484,-462361
1885,161833,17-15748,CEAP06431338,4/6/2017,39.26598358,NEG,Orange,CDFA, ,4,2017,HLB,42,63,616 S Chaucer St,Anaheim,CA,92806,Orange, ,33.833488,-117.88386,195895,-462449
1886,161932,17-17398,CEAP06431362,4/12/2017,38.98,NEG,Key Lime,CDFA, ,4,2017,HLB,42,63,520 S Dustin Pl,Anaheim,CA,92806,Orange, ,33.83566,-117.885606,195728,-462212
1887,162121,17-20279,CEAP06431440,4/27/2017,39.87647629,NEG,Lime,CDFA, ,4,2017,HLB,42,63,4719 Halkett Ave,Rosemead,CA,91770,Los Angeles, ,34.088846,-118.083422,176851,-434524
1888,162190,17-26786,CEAP06431469,5/9/2017,39.44,NEG,Grapefruit,CDFA, ,5,2017,HLB,42,63,150 W Norwood Pl,San Gabriel,CA,91776,Los Angeles, ,34.076404,-118.10165,175197,-435938
1889,162451,17-17549,CEAP06431621,4/18/2017,38.22085571,NEG,Lemon,CDFA, ,4,2017,HLB,42,63,1721 Hodson Ave,La Habra,CA,90631,Orange, ,33.933068,-117.927619,191604,-451497
1890,162589,17-30208,CEAP06431747,6/2/2017,39.75774765,NEG,Tangerine,CDFA, ,6,2017,HLB,42,63,8726 Andes St,San Gabriel,CA,91776,Los Angeles, ,34.093855,-118.078677,177278,-433959
1891,162690,17-19143,CEAP06431778,4/18/2017,39.08,NEG,Mandarin,CDFA, ,4,2017,HLB,42,63,1427 Euclid Ave,San Gabriel,CA,91776,Los Angeles, ,34.08235,-118.095833,175721,-435267
1892,162693,17-19146,CEAP06431778,4/18/2017,38.16,NEG,Calamondin,CDFA, ,4,2017,HLB,42,63,1427 Euclid Ave,San Gabriel,CA,91776,Los Angeles, ,34.08235,-118.095833,175721,-435267
1893,162694,17-19144,CEAP06431778,4/18/2017,39.47,NEG,Pummelo,CDFA, ,4,2017,HLB,42,63,1427 Euclid Ave,San Gabriel,CA,91776,Los Angeles, ,34.08235,-118.095833,175721,-435267
1894,162695,17-19145,CEAP06431778,4/18/2017,39.2,NEG,Lemon,CDFA, ,4,2017,HLB,42,63,1427 Euclid Ave,San Gabriel,CA,91776,Los Angeles, ,34.08235,-118.095833,175721,-435267
1895,162699,17-19166,CEAP06431779,4/18/2017,39.19514847,NEG,Tangerine,CDFA, ,4,2017,HLB,42,63,1431 Euclid Ave,San Gabriel,CA,91776,Los Angeles, ,34.08221,-118.095822,175722,-435283
1896,162749,17-19141,CEAP06431809,4/20/2017,38.76134109,NEG,Orange,CDFA, ,4,2017,HLB,42,63,1120 S Cordova St,Alhambra,CA,91801,Los Angeles, ,34.082031,-118.114957,173957,-435338
1897,162809,17-32944,CEAP06432114,6/20/2017,39.62423325,NEG,Lemon,CDFA, ,6,2017,HLB,42,63,4544 Bartlett Ave,Rosemead,CA,91770,Los Angeles, ,34.088292,-118.080156,177154,-434579
1898,162814,17-32990,CEAP06432115,6/20/2017,38.68227386,NEG,Lemon,CDFA, ,6,2017,HLB,42,63,4550 Bartlett Ave,Rosemead,CA,91770,Los Angeles, ,34.088432,-118.080167,177153,-434564
1899,162827,17-32120,CEAP06432118,6/15/2017,39.65327454,NEG,Pummelo,CDFA, ,6,2017,HLB,42,63,5129 Bartlett Ave,San Gabriel,CA,91776,Los Angeles, ,34.095171,-118.079533,177196,-433815
1900,162883,17-32083,CEAP06432144,6/14/2017,39.07411575,NEG,Lime,CDFA, ,6,2017,HLB,42,63,325 Walnut Grove Ave,San Gabriel,CA,91776,Los Angeles, ,34.098766,-118.083767,176797,-433424
1901,162926,17-32054,CEAP06432160,6/15/2017,39.12505341,NEG,Orange,CDFA, ,6,2017,HLB,42,63,8760 Grand Ave,Rosemead,CA,91770,Los Angeles, ,34.091773,-118.078079,177338,-434189
1902,163066,17-13408,CEAP06432547,3/30/2017,39.99523544,NEG,Lemon,CDFA, ,3,2017,HLB,42,63,1402 Lafayette St,San Gabriel,CA,91776,Los Angeles, ,34.083192,-118.093596,175925,-435170
1903,163175,17-26107,CEAP06432853,5/16/2017,37.46750641,NEG,Pummelo,CDFA, ,5,2017,HLB,42,63,1108 King St,San Gabriel,CA,91776,Los Angeles, ,34.087651,-118.102576,175087,-434692
